time,tank1_depth,pipe1_depth,pipe2_depth,pipe3_depth,pipe4_depth,tank2_inflow,tank2_depth,pump1_flow,pump2_flow,tank_area,simulation_time,lateral_inflow
251.0,2.9999999999999996,0.25621812833187263,0.25790562552571844,0.2605103280619223,0.249270235480042,0.17266595980867816,0.1623645791745814,0.18631830927666293,0.2,200.0,15121.0,0.06666666666666667
252.0,2.9999999999999996,0.2587815901124676,0.26725504462625893,0.2683142881409386,0.2525142937049416,0.17631930284829467,0.15456060753017906,0.18631830927666293,0.2,200.0,15181.0,0.06666666666666667
253.0,2.9999999999999996,0.2600656608515981,0.2747377718954608,0.2764484298785606,0.25734797690584954,0.18186390308012798,0.14807923458517896,0.18631830927666293,0.2,200.0,15241.0,0.06666666666666667
254.0,2.9999999999999996,0.26064286498033784,0.2803580451998657,0.28423268816025343,0.2634965214366046,0.1890084830782462,0.14346220301880044,0.18631830927666293,0.2,200.0,15301.0,0.06666666666666667
255.0,2.9999999999999996,0.2608601828310596,0.28435077216970284,0.2912339332828306,0.2704506866570273,0.19715418992616018,0.14112572174709567,0.18631830927666293,0.2,200.0,15361.0,0.06666666666666667
256.0,2.9999999999999996,0.2609140635410326,0.2870285103905769,0.2972371793610978,0.2776350924773075,0.20564740096225873,0.1412912071034976,0.18631830927666293,0.2,200.0,15421.0,0.06666666666666667
257.0,2.9999999999999996,0.2610203266111213,0.2887006853096916,0.30218768421800635,0.28460569764736066,0.2139299602080018,0.1439937147618382,0.18708111135996197,0.2,200.0,15481.0,0.06666666666666667
258.0,2.9999999999999996,0.2611925974359663,0.28968159870781585,0.306143090801639,0.29100471351437635,0.22155826219774322,0.14911256842110424,0.18708111135996197,0.2,200.0,15541.0,0.06666666666666667
259.0,2.9999999999999996,0.26130572053934703,0.29022239044738474,0.3092296500476488,0.2966231653037634,0.22830145285671238,0.15641763948239495,0.18708111135996197,0.2,200.0,15601.0,0.06666666666666667
260.0,2.9999999999999996,0.26137897609063054,0.29047017646838075,0.3115941730129026,0.30139141569636296,0.2340263125590109,0.1656262670793086,0.18708111135996197,0.2,200.0,15661.0,0.06666666666666667
